id,label,predict_result,predict_score,predict_detail,type
168,0,0,0.00940202907964232,{'0': 0.9905979709203577, '1': 0.00940202907964232},predict
172,1,1,0.9613580264556708,{'0': 0.03864197354432919, '1': 0.9613580264556708},predict
173,0,0,0.026430161297246072,{'0': 0.9735698387027539, '1': 0.026430161297246072},predict
176,0,0,0.13029282722353977,{'0': 0.8697071727764603, '1': 0.13029282722353977},predict
180,0,0,0.06009916968699701,{'0': 0.939900830313003, '1': 0.06009916968699701},predict
188,0,0,0.11935590241957544,{'0': 0.8806440975804246, '1': 0.11935590241957544},predict
191,1,1,0.9107338603636098,{'0': 0.08926613963639018, '1': 0.9107338603636098},predict
199,0,0,0.31940480968135887,{'0': 0.6805951903186411, '1': 0.31940480968135887},predict
201,0,0,0.1736064745420789,{'0': 0.8263935254579211, '1': 0.1736064745420789},predict
204,0,0,0.24702721369868794,{'0': 0.752972786301312, '1': 0.24702721369868794},predict
205,0,0,0.1747237806547801,{'0': 0.8252762193452199, '1': 0.1747237806547801},predict
206,0,0,0.0020137411082101,{'0': 0.9979862588917899, '1': 0.0020137411082101},predict
207,0,0,0.48682288718463024,{'0': 0.5131771128153697, '1': 0.48682288718463024},predict
209,0,0,0.0015501042886516883,{'0': 0.9984498957113483, '1': 0.0015501042886516883},predict
211,0,0,0.3855373931762132,{'0': 0.6144626068237868, '1': 0.3855373931762132},predict
213,0,0,0.019104789987001516,{'0': 0.9808952100129985, '1': 0.019104789987001516},predict
218,1,0,0.2438595311400915,{'0': 0.7561404688599085, '1': 0.2438595311400915},predict
219,0,0,0.06895292680295159,{'0': 0.9310470731970484, '1': 0.06895292680295159},predict
220,0,1,0.7509990784117954,{'0': 0.24900092158820464, '1': 0.7509990784117954},predict
221,0,0,0.10504699364627014,{'0': 0.8949530063537299, '1': 0.10504699364627014},predict
223,0,1,0.7843058458797932,{'0': 0.21569415412020676, '1': 0.7843058458797932},predict
226,1,0,0.3582407145816472,{'0': 0.6417592854183528, '1': 0.3582407145816472},predict
242,0,1,0.5658651383214581,{'0': 0.4341348616785419, '1': 0.5658651383214581},predict
244,1,0,0.35851639991470724,{'0': 0.6414836000852928, '1': 0.35851639991470724},predict
247,0,0,0.020958527384990586,{'0': 0.9790414726150094, '1': 0.020958527384990586},predict
249,0,1,0.811084003430192,{'0': 0.18891599656980795, '1': 0.811084003430192},predict
260,1,1,0.9541312482616472,{'0': 0.04586875173835281, '1': 0.9541312482616472},predict
263,0,0,0.008959079537223115,{'0': 0.9910409204627769, '1': 0.008959079537223115},predict
265,0,0,0.015720335989254212,{'0': 0.9842796640107457, '1': 0.015720335989254212},predict
269,0,0,0.06640885012396384,{'0': 0.9335911498760362, '1': 0.06640885012396384},predict
271,1,0,0.07354523820413177,{'0': 0.9264547617958683, '1': 0.07354523820413177},predict
287,0,0,0.3366954302545734,{'0': 0.6633045697454266, '1': 0.3366954302545734},predict
293,0,0,0.051450385814553,{'0': 0.948549614185447, '1': 0.051450385814553},predict
294,0,0,0.059822362158137396,{'0': 0.9401776378418626, '1': 0.059822362158137396},predict
300,1,1,0.6225696958145474,{'0': 0.37743030418545265, '1': 0.6225696958145474},predict
305,0,0,0.023673687906874737,{'0': 0.9763263120931253, '1': 0.023673687906874737},predict
307,0,0,0.2701816308394092,{'0': 0.7298183691605908, '1': 0.2701816308394092},predict
311,1,1,0.8947827879218867,{'0': 0.1052172120781133, '1': 0.8947827879218867},predict
314,0,0,0.0790573356841698,{'0': 0.9209426643158302, '1': 0.0790573356841698},predict
316,0,0,0.31448821984313335,{'0': 0.6855117801568666, '1': 0.31448821984313335},predict
318,0,0,0.04178976603588031,{'0': 0.9582102339641196, '1': 0.04178976603588031},predict
321,0,0,0.1806840729326977,{'0': 0.8193159270673023, '1': 0.1806840729326977},predict
323,0,0,0.06649164262880615,{'0': 0.9335083573711939, '1': 0.06649164262880615},predict
325,0,1,0.6973348890292056,{'0': 0.3026651109707944, '1': 0.6973348890292056},predict
326,1,0,0.3500438847379475,{'0': 0.6499561152620525, '1': 0.3500438847379475},predict
328,0,0,0.08010665181339978,{'0': 0.9198933481866002, '1': 0.08010665181339978},predict
333,1,1,0.8292622585236744,{'0': 0.1707377414763256, '1': 0.8292622585236744},predict
335,1,0,0.37188794233985606,{'0': 0.628112057660144, '1': 0.37188794233985606},predict
341,0,1,0.6254321536557454,{'0': 0.37456784634425455, '1': 0.6254321536557454},predict
342,0,0,0.13952819847413372,{'0': 0.8604718015258663, '1': 0.13952819847413372},predict
343,0,0,0.4273412336977827,{'0': 0.5726587663022173, '1': 0.4273412336977827},predict
344,0,0,0.09482197304611457,{'0': 0.9051780269538854, '1': 0.09482197304611457},predict
345,0,0,0.008466617207218119,{'0': 0.9915333827927819, '1': 0.008466617207218119},predict
351,1,0,0.21068263295994544,{'0': 0.7893173670400546, '1': 0.21068263295994544},predict
354,0,0,0.035722003645309516,{'0': 0.9642779963546905, '1': 0.035722003645309516},predict
363,0,0,0.049628748732043065,{'0': 0.950371251267957, '1': 0.049628748732043065},predict
364,0,1,0.7527336461007874,{'0': 0.2472663538992126, '1': 0.7527336461007874},predict
370,0,1,0.9246484352662148,{'0': 0.07535156473378524, '1': 0.9246484352662148},predict
377,0,0,0.17686619725064875,{'0': 0.8231338027493512, '1': 0.17686619725064875},predict
382,0,0,0.22130297227193327,{'0': 0.7786970277280667, '1': 0.22130297227193327},predict
386,1,0,0.1335998370011173,{'0': 0.8664001629988827, '1': 0.1335998370011173},predict
389,0,0,0.030111042192397287,{'0': 0.9698889578076028, '1': 0.030111042192397287},predict
391,0,0,0.11348801948604534,{'0': 0.8865119805139546, '1': 0.11348801948604534},predict
394,0,0,0.47023312437713827,{'0': 0.5297668756228617, '1': 0.47023312437713827},predict
400,1,1,0.957890118285441,{'0': 0.04210988171455898, '1': 0.957890118285441},predict
402,0,1,0.9864449447441265,{'0': 0.013555055255873527, '1': 0.9864449447441265},predict
403,0,0,0.09924325905708009,{'0': 0.9007567409429199, '1': 0.09924325905708009},predict
406,0,0,0.001404685359271408,{'0': 0.9985953146407286, '1': 0.001404685359271408},predict
409,1,1,0.7946001367745605,{'0': 0.20539986322543946, '1': 0.7946001367745605},predict
410,0,0,0.24402234957966842,{'0': 0.7559776504203316, '1': 0.24402234957966842},predict
413,0,0,0.030768419953965443,{'0': 0.9692315800460346, '1': 0.030768419953965443},predict
414,1,1,0.9758378529995839,{'0': 0.02416214700041608, '1': 0.9758378529995839},predict
416,0,1,0.7583035300705566,{'0': 0.24169646992944338, '1': 0.7583035300705566},predict
428,0,1,0.9118905628420798,{'0': 0.08810943715792019, '1': 0.9118905628420798},predict
432,0,0,0.005029192422275898,{'0': 0.994970807577724, '1': 0.005029192422275898},predict
434,0,0,0.20054011903029245,{'0': 0.7994598809697075, '1': 0.20054011903029245},predict
438,0,0,0.014948122577775325,{'0': 0.9850518774222247, '1': 0.014948122577775325},predict
442,1,1,0.9466905928896121,{'0': 0.053309407110387896, '1': 0.9466905928896121},predict
452,1,1,0.9861998020910077,{'0': 0.01380019790899234, '1': 0.9861998020910077},predict
457,1,1,0.9601164704029741,{'0': 0.0398835295970259, '1': 0.9601164704029741},predict
459,1,1,0.9257026646737673,{'0': 0.07429733532623273, '1': 0.9257026646737673},predict
462,0,0,0.22926948416836423,{'0': 0.7707305158316358, '1': 0.22926948416836423},predict
463,0,0,0.006554469497704482,{'0': 0.9934455305022956, '1': 0.006554469497704482},predict
466,0,0,0.021060600901342263,{'0': 0.9789393990986577, '1': 0.021060600901342263},predict
471,0,0,0.06184672894784606,{'0': 0.938153271052154, '1': 0.06184672894784606},predict
476,1,1,0.9955714104770965,{'0': 0.004428589522903481, '1': 0.9955714104770965},predict
477,1,1,0.9371792104271504,{'0': 0.06282078957284964, '1': 0.9371792104271504},predict
479,1,1,0.8633391426300141,{'0': 0.1366608573699859, '1': 0.8633391426300141},predict
481,1,1,0.9717493647991591,{'0': 0.028250635200840923, '1': 0.9717493647991591},predict
482,1,1,0.9844434161774385,{'0': 0.015556583822561532, '1': 0.9844434161774385},predict
483,1,1,0.8160664208449858,{'0': 0.18393357915501418, '1': 0.8160664208449858},predict
487,1,1,0.9837752998052314,{'0': 0.016224700194768626, '1': 0.9837752998052314},predict
488,1,1,0.957890118285441,{'0': 0.04210988171455898, '1': 0.957890118285441},predict
491,1,1,0.9683767051037754,{'0': 0.03162329489622462, '1': 0.9683767051037754},predict
496,1,1,0.533729001787252,{'0': 0.466270998212748, '1': 0.533729001787252},predict
497,1,1,0.90240366873925,{'0': 0.09759633126074996, '1': 0.90240366873925},predict
501,1,1,0.9557502626752168,{'0': 0.04424973732478321, '1': 0.9557502626752168},predict
508,1,1,0.9620858084554454,{'0': 0.037914191544554554, '1': 0.9620858084554454},predict
511,1,1,0.9501510125696613,{'0': 0.04984898743033872, '1': 0.9501510125696613},predict
513,1,0,0.21470571792918014,{'0': 0.7852942820708199, '1': 0.21470571792918014},predict
514,1,1,0.8122737540076463,{'0': 0.18772624599235366, '1': 0.8122737540076463},predict
515,1,1,0.6799918470939648,{'0': 0.32000815290603524, '1': 0.6799918470939648},predict
516,1,0,0.3724835873985891,{'0': 0.6275164126014109, '1': 0.3724835873985891},predict
529,1,1,0.9844434161774385,{'0': 0.015556583822561532, '1': 0.9844434161774385},predict
531,1,1,0.9313909806079251,{'0': 0.06860901939207487, '1': 0.9313909806079251},predict
533,1,1,0.9742126746720899,{'0': 0.02578732532791006, '1': 0.9742126746720899},predict
535,1,1,0.9696660655699835,{'0': 0.03033393443001653, '1': 0.9696660655699835},predict
539,1,0,0.045174421808618095,{'0': 0.9548255781913819, '1': 0.045174421808618095},predict
542,1,1,0.9582732596567234,{'0': 0.041726740343276614, '1': 0.9582732596567234},predict
544,1,1,0.9716881510548335,{'0': 0.028311848945166473, '1': 0.9716881510548335},predict
547,1,1,0.890354552922917,{'0': 0.10964544707708301, '1': 0.890354552922917},predict
550,1,0,0.3512036571888062,{'0': 0.6487963428111938, '1': 0.3512036571888062},predict
557,1,1,0.9257026646737673,{'0': 0.07429733532623273, '1': 0.9257026646737673},predict
562,1,0,0.18657411026079282,{'0': 0.8134258897392072, '1': 0.18657411026079282},predict
563,1,1,0.6567651839623551,{'0': 0.34323481603764494, '1': 0.6567651839623551},predict
566,1,1,0.6921350888566513,{'0': 0.3078649111433487, '1': 0.6921350888566513},predict
569,1,1,0.9314085571597834,{'0': 0.06859144284021657, '1': 0.9314085571597834},predict
571,1,1,0.9519921485440833,{'0': 0.048007851455916684, '1': 0.9519921485440833},predict
575,1,1,0.948720207755419,{'0': 0.05127979224458101, '1': 0.948720207755419},predict
578,1,1,0.9931185323954439,{'0': 0.006881467604556102, '1': 0.9931185323954439},predict
579,1,1,0.8378172920329986,{'0': 0.1621827079670014, '1': 0.8378172920329986},predict
585,1,1,0.9824171009461076,{'0': 0.01758289905389243, '1': 0.9824171009461076},predict
586,1,1,0.8819652962433135,{'0': 0.11803470375668645, '1': 0.8819652962433135},predict
588,1,1,0.9532097970535169,{'0': 0.04679020294648306, '1': 0.9532097970535169},predict
589,1,1,0.9812803520806611,{'0': 0.01871964791933889, '1': 0.9812803520806611},predict
593,1,1,0.6122054179431798,{'0': 0.38779458205682016, '1': 0.6122054179431798},predict
594,1,1,0.5105731820182944,{'0': 0.4894268179817056, '1': 0.5105731820182944},predict
595,1,1,0.9515440504309421,{'0': 0.048455949569057855, '1': 0.9515440504309421},predict
604,1,1,0.9881996800232927,{'0': 0.011800319976707274, '1': 0.9881996800232927},predict
606,1,1,0.9506943864692055,{'0': 0.049305613530794545, '1': 0.9506943864692055},predict
607,1,1,0.803635209955918,{'0': 0.19636479004408203, '1': 0.803635209955918},predict
616,1,1,0.9759556000605555,{'0': 0.024044399939444516, '1': 0.9759556000605555},predict
617,1,1,0.9430626728409268,{'0': 0.05693732715907318, '1': 0.9430626728409268},predict
624,1,1,0.9670939611758765,{'0': 0.03290603882412346, '1': 0.9670939611758765},predict
630,1,1,0.8914231586392912,{'0': 0.10857684136070878, '1': 0.8914231586392912},predict
631,1,1,0.885843826057261,{'0': 0.11415617394273903, '1': 0.885843826057261},predict
634,1,1,0.9870019906931389,{'0': 0.012998009306861125, '1': 0.9870019906931389},predict
636,1,1,0.798428513136458,{'0': 0.20157148686354198, '1': 0.798428513136458},predict
639,1,1,0.977730228877823,{'0': 0.022269771122176985, '1': 0.977730228877823},predict
642,1,1,0.639085569333218,{'0': 0.36091443066678197, '1': 0.639085569333218},predict
644,1,1,0.9918098510396887,{'0': 0.008190148960311339, '1': 0.9918098510396887},predict
648,1,1,0.9340666309406355,{'0': 0.06593336905936453, '1': 0.9340666309406355},predict
649,1,1,0.9602117124720624,{'0': 0.039788287527937616, '1': 0.9602117124720624},predict
652,1,1,0.8234311460163565,{'0': 0.17656885398364353, '1': 0.8234311460163565},predict
654,1,0,0.284409429743727,{'0': 0.715590570256273, '1': 0.284409429743727},predict
659,1,1,0.9550398162892149,{'0': 0.04496018371078514, '1': 0.9550398162892149},predict
665,1,1,0.9930818722371666,{'0': 0.006918127762833404, '1': 0.9930818722371666},predict
666,1,0,0.2589451943154824,{'0': 0.7410548056845176, '1': 0.2589451943154824},predict
668,1,1,0.9908810413276735,{'0': 0.009118958672326483, '1': 0.9908810413276735},predict
671,1,1,0.9698296998780073,{'0': 0.030170300121992732, '1': 0.9698296998780073},predict
673,1,0,0.45105540506963177,{'0': 0.5489445949303682, '1': 0.45105540506963177},predict
677,1,1,0.693153602887863,{'0': 0.306846397112137, '1': 0.693153602887863},predict
678,1,1,0.9295512919118376,{'0': 0.07044870808816239, '1': 0.9295512919118376},predict
679,1,1,0.9918415760720127,{'0': 0.008158423927987268, '1': 0.9918415760720127},predict
690,1,1,0.9908567541050933,{'0': 0.00914324589490667, '1': 0.9908567541050933},predict
692,1,1,0.982680540907506,{'0': 0.017319459092493994, '1': 0.982680540907506},predict
694,1,1,0.9629232582933783,{'0': 0.037076741706621674, '1': 0.9629232582933783},predict
695,1,1,0.9820340355073748,{'0': 0.01796596449262522, '1': 0.9820340355073748},predict
696,1,0,0.37208012158740006,{'0': 0.6279198784125999, '1': 0.37208012158740006},predict
708,1,1,0.9895166950992116,{'0': 0.010483304900788415, '1': 0.9895166950992116},predict
709,1,1,0.9357553902069388,{'0': 0.06424460979306124, '1': 0.9357553902069388},predict
712,1,1,0.9561723450143275,{'0': 0.04382765498567254, '1': 0.9561723450143275},predict
714,1,1,0.9870019906931389,{'0': 0.012998009306861125, '1': 0.9870019906931389},predict
716,1,1,0.9910076842565486,{'0': 0.008992315743451385, '1': 0.9910076842565486},predict
722,1,1,0.9592914393272971,{'0': 0.0407085606727029, '1': 0.9592914393272971},predict
724,1,1,0.9621642516417547,{'0': 0.037835748358245325, '1': 0.9621642516417547},predict
729,1,1,0.8819999505086134,{'0': 0.11800004949138665, '1': 0.8819999505086134},predict
732,1,1,0.8994274922791105,{'0': 0.10057250772088955, '1': 0.8994274922791105},predict
733,1,0,0.427381553166806,{'0': 0.5726184468331941, '1': 0.427381553166806},predict
734,1,1,0.9873914170147845,{'0': 0.0126085829852155, '1': 0.9873914170147845},predict
735,1,0,0.4978759440548648,{'0': 0.5021240559451352, '1': 0.4978759440548648},predict
740,1,1,0.9106428350127063,{'0': 0.08935716498729374, '1': 0.9106428350127063},predict
744,1,0,0.18657411026079282,{'0': 0.8134258897392072, '1': 0.18657411026079282},predict
745,1,1,0.9564672645286699,{'0': 0.043532735471330075, '1': 0.9564672645286699},predict
748,1,1,0.5108952217905196,{'0': 0.4891047782094804, '1': 0.5108952217905196},predict
749,1,1,0.7805439365291381,{'0': 0.21945606347086188, '1': 0.7805439365291381},predict
