id,label,predict_result,predict_score,predict_detail,type
86,0,0,0.08596795808643401,{'0': 0.914032041913566, '1': 0.08596795808643401},predict
89,0,0,0.013366186998110803,{'0': 0.9866338130018892, '1': 0.013366186998110803},predict
91,0,0,0.052243199251536365,{'0': 0.9477568007484636, '1': 0.052243199251536365},predict
95,1,1,0.9981579854925965,{'0': 0.001842014507403511, '1': 0.9981579854925965},predict
100,0,0,0.027190600856409716,{'0': 0.9728093991435903, '1': 0.027190600856409716},predict
101,0,0,0.04212885706654717,{'0': 0.9578711429334529, '1': 0.04212885706654717},predict
111,1,1,0.9930630548418792,{'0': 0.006936945158120822, '1': 0.9930630548418792},predict
112,1,1,0.987870258448138,{'0': 0.012129741551861972, '1': 0.987870258448138},predict
124,1,1,0.9764435448786365,{'0': 0.023556455121363506, '1': 0.9764435448786365},predict
130,0,0,0.17786827950291043,{'0': 0.8221317204970896, '1': 0.17786827950291043},predict
131,0,0,0.4257052794936505,{'0': 0.5742947205063496, '1': 0.4257052794936505},predict
133,1,1,0.9396200043768775,{'0': 0.06037999562312246, '1': 0.9396200043768775},predict
134,1,0,0.4634941269937281,{'0': 0.536505873006272, '1': 0.4634941269937281},predict
135,1,1,0.9965227482633596,{'0': 0.0034772517366403743, '1': 0.9965227482633596},predict
136,1,0,0.21496390112275843,{'0': 0.7850360988772416, '1': 0.21496390112275843},predict
139,1,0,0.38562238435869967,{'0': 0.6143776156413003, '1': 0.38562238435869967},predict
140,1,0,0.4697757663360025,{'0': 0.5302242336639975, '1': 0.4697757663360025},predict
141,1,1,0.9394612757351087,{'0': 0.060538724264891264, '1': 0.9394612757351087},predict
146,0,0,0.19719736921400288,{'0': 0.8028026307859971, '1': 0.19719736921400288},predict
147,1,1,0.988289272085341,{'0': 0.011710727914658992, '1': 0.988289272085341},predict
150,1,0,0.18243917877730637,{'0': 0.8175608212226937, '1': 0.18243917877730637},predict
152,0,0,0.034647081015316473,{'0': 0.9653529189846836, '1': 0.034647081015316473},predict
159,1,0,0.31977927278077356,{'0': 0.6802207272192264, '1': 0.31977927278077356},predict
160,1,0,0.06385523198573925,{'0': 0.9361447680142607, '1': 0.06385523198573925},predict
162,1,1,0.9708722054337328,{'0': 0.02912779456626724, '1': 0.9708722054337328},predict
163,1,0,0.23176222284942838,{'0': 0.7682377771505716, '1': 0.23176222284942838},predict
164,1,1,0.9575095881618112,{'0': 0.0424904118381888, '1': 0.9575095881618112},predict
165,1,0,0.030322950149696236,{'0': 0.9696770498503038, '1': 0.030322950149696236},predict
172,1,1,0.9886426884191567,{'0': 0.011357311580843299, '1': 0.9886426884191567},predict
173,0,0,0.4226169756158186,{'0': 0.5773830243841813, '1': 0.4226169756158186},predict
180,1,1,0.8927763162501394,{'0': 0.10722368374986058, '1': 0.8927763162501394},predict
181,1,1,0.9978509796506261,{'0': 0.00214902034937392, '1': 0.9978509796506261},predict
182,0,0,0.02537568846204123,{'0': 0.9746243115379588, '1': 0.02537568846204123},predict
188,0,0,0.31850522038417584,{'0': 0.6814947796158242, '1': 0.31850522038417584},predict
199,0,1,0.8494384657795386,{'0': 0.15056153422046137, '1': 0.8494384657795386},predict
205,1,1,0.9952791002902764,{'0': 0.004720899709723558, '1': 0.9952791002902764},predict
207,1,1,0.8858863391543601,{'0': 0.1141136608456399, '1': 0.8858863391543601},predict
210,1,1,0.9897381012009904,{'0': 0.010261898799009628, '1': 0.9897381012009904},predict
214,1,0,0.3532134711371691,{'0': 0.646786528862831, '1': 0.3532134711371691},predict
219,1,1,0.9994648110602028,{'0': 0.0005351889397972043, '1': 0.9994648110602028},predict
222,1,1,0.9970465355992261,{'0': 0.002953464400773931, '1': 0.9970465355992261},predict
223,1,1,0.9995432189669686,{'0': 0.00045678103303137263, '1': 0.9995432189669686},predict
228,1,1,0.999533433635596,{'0': 0.00046656636440400856, '1': 0.999533433635596},predict
229,1,1,0.9964158888583182,{'0': 0.0035841111416817784, '1': 0.9964158888583182},predict
230,0,1,0.5529881591283121,{'0': 0.4470118408716879, '1': 0.5529881591283121},predict
231,1,1,0.8321785992699781,{'0': 0.16782140073002194, '1': 0.8321785992699781},predict
233,1,0,0.11286773489940324,{'0': 0.8871322651005967, '1': 0.11286773489940324},predict
236,1,1,0.9935155950089999,{'0': 0.0064844049910001145, '1': 0.9935155950089999},predict
238,1,1,0.9982622991439973,{'0': 0.0017377008560026663, '1': 0.9982622991439973},predict
242,0,0,0.023523089330929538,{'0': 0.9764769106690705, '1': 0.023523089330929538},predict
246,1,1,0.9982824417737239,{'0': 0.0017175582262760614, '1': 0.9982824417737239},predict
247,1,1,0.9961344612791752,{'0': 0.003865538720824846, '1': 0.9961344612791752},predict
248,1,1,0.9980442701869531,{'0': 0.0019557298130469247, '1': 0.9980442701869531},predict
251,1,1,0.999489721168149,{'0': 0.0005102788318509521, '1': 0.999489721168149},predict
260,0,0,0.2714978419434912,{'0': 0.7285021580565088, '1': 0.2714978419434912},predict
261,1,1,0.7723408689743411,{'0': 0.22765913102565893, '1': 0.7723408689743411},predict
263,0,0,0.1007002871325074,{'0': 0.8992997128674927, '1': 0.1007002871325074},predict
266,1,0,0.14406748507002878,{'0': 0.8559325149299712, '1': 0.14406748507002878},predict
269,1,0,0.14123750010625116,{'0': 0.8587624998937489, '1': 0.14123750010625116},predict
271,1,0,0.416040637810607,{'0': 0.583959362189393, '1': 0.416040637810607},predict
274,0,0,0.06612929872813972,{'0': 0.9338707012718603, '1': 0.06612929872813972},predict
282,0,0,0.0276888538351227,{'0': 0.9723111461648773, '1': 0.0276888538351227},predict
285,1,1,0.947117922000028,{'0': 0.05288207799997202, '1': 0.947117922000028},predict
287,0,0,0.12627936942796145,{'0': 0.8737206305720385, '1': 0.12627936942796145},predict
292,0,1,0.6916450855756552,{'0': 0.3083549144243448, '1': 0.6916450855756552},predict
293,1,1,0.9767620449006735,{'0': 0.02323795509932647, '1': 0.9767620449006735},predict
296,1,1,0.9932319691398769,{'0': 0.00676803086012312, '1': 0.9932319691398769},predict
307,1,1,0.9517449211272561,{'0': 0.04825507887274394, '1': 0.9517449211272561},predict
308,1,1,0.9868344436442975,{'0': 0.01316555635570249, '1': 0.9868344436442975},predict
313,0,0,0.4125012449430815,{'0': 0.5874987550569185, '1': 0.4125012449430815},predict
317,0,0,0.45931307211419803,{'0': 0.540686927885802, '1': 0.45931307211419803},predict
318,0,1,0.9775039960276397,{'0': 0.02249600397236029, '1': 0.9775039960276397},predict
319,1,1,0.9988681367833018,{'0': 0.0011318632166982256, '1': 0.9988681367833018},predict
327,1,1,0.7683184145440548,{'0': 0.2316815854559452, '1': 0.7683184145440548},predict
328,0,0,0.07670370550275166,{'0': 0.9232962944972484, '1': 0.07670370550275166},predict
331,1,1,0.9925546941097684,{'0': 0.007445305890231624, '1': 0.9925546941097684},predict
333,1,1,0.7621665382104009,{'0': 0.23783346178959908, '1': 0.7621665382104009},predict
338,1,1,0.9992003736064373,{'0': 0.0007996263935626802, '1': 0.9992003736064373},predict
340,0,0,0.08142495556517086,{'0': 0.9185750444348292, '1': 0.08142495556517086},predict
344,1,1,0.9795304411561108,{'0': 0.020469558843889235, '1': 0.9795304411561108},predict
348,1,1,0.8857584273412796,{'0': 0.11424157265872037, '1': 0.8857584273412796},predict
351,1,1,0.9964604820726048,{'0': 0.0035395179273951527, '1': 0.9964604820726048},predict
353,1,1,0.9861421708953564,{'0': 0.013857829104643615, '1': 0.9861421708953564},predict
356,1,0,0.2911662449384063,{'0': 0.7088337550615937, '1': 0.2911662449384063},predict
359,1,1,0.9985744421278516,{'0': 0.0014255578721483753, '1': 0.9985744421278516},predict
360,1,1,0.997866137220316,{'0': 0.0021338627796839704, '1': 0.997866137220316},predict
365,1,1,0.685426675428392,{'0': 0.314573324571608, '1': 0.685426675428392},predict
374,1,1,0.9249594812864311,{'0': 0.07504051871356887, '1': 0.9249594812864311},predict
378,1,1,0.9888774166522278,{'0': 0.011122583347772164, '1': 0.9888774166522278},predict
380,0,0,0.09035701037175058,{'0': 0.9096429896282494, '1': 0.09035701037175058},predict
382,1,1,0.7305632694799169,{'0': 0.2694367305200831, '1': 0.7305632694799169},predict
384,1,1,0.5236789735909285,{'0': 0.4763210264090715, '1': 0.5236789735909285},predict
392,0,0,0.11702233733916836,{'0': 0.8829776626608317, '1': 0.11702233733916836},predict
397,0,1,0.5618787249336743,{'0': 0.4381212750663257, '1': 0.5618787249336743},predict
400,0,0,0.04254543126597021,{'0': 0.9574545687340298, '1': 0.04254543126597021},predict
417,0,0,0.1621977134813804,{'0': 0.8378022865186197, '1': 0.1621977134813804},predict
426,0,1,0.627720136881799,{'0': 0.37227986311820105, '1': 0.627720136881799},predict
427,0,0,0.006677578336127675,{'0': 0.9933224216638723, '1': 0.006677578336127675},predict
432,0,0,0.16021259305326305,{'0': 0.8397874069467369, '1': 0.16021259305326305},predict
433,0,0,0.01902954860092141,{'0': 0.9809704513990786, '1': 0.01902954860092141},predict
444,0,0,0.09716379873149854,{'0': 0.9028362012685015, '1': 0.09716379873149854},predict
447,0,0,0.013302083548599167,{'0': 0.9866979164514008, '1': 0.013302083548599167},predict
449,0,0,0.04545139367310526,{'0': 0.9545486063268948, '1': 0.04545139367310526},predict
451,0,0,0.043495714153749386,{'0': 0.9565042858462506, '1': 0.043495714153749386},predict
454,0,0,0.021894442230166285,{'0': 0.9781055577698338, '1': 0.021894442230166285},predict
456,0,0,0.01182781682335749,{'0': 0.9881721831766425, '1': 0.01182781682335749},predict
458,0,0,0.2518680313100164,{'0': 0.7481319686899837, '1': 0.2518680313100164},predict
459,0,0,0.03469184665018193,{'0': 0.9653081533498181, '1': 0.03469184665018193},predict
460,0,0,0.009033652427162482,{'0': 0.9909663475728375, '1': 0.009033652427162482},predict
468,0,0,0.29953105209246295,{'0': 0.700468947907537, '1': 0.29953105209246295},predict
470,0,0,0.011536573601741365,{'0': 0.9884634263982587, '1': 0.011536573601741365},predict
471,0,0,0.004395268362995525,{'0': 0.9956047316370045, '1': 0.004395268362995525},predict
472,0,0,0.006654113415445062,{'0': 0.9933458865845549, '1': 0.006654113415445062},predict
478,0,0,0.15286268817184495,{'0': 0.8471373118281551, '1': 0.15286268817184495},predict
487,0,0,0.0390051339832424,{'0': 0.9609948660167575, '1': 0.0390051339832424},predict
489,0,0,0.13442744802031384,{'0': 0.8655725519796862, '1': 0.13442744802031384},predict
491,0,0,0.09517100319553441,{'0': 0.9048289968044656, '1': 0.09517100319553441},predict
494,0,0,0.056462462925019406,{'0': 0.9435375370749806, '1': 0.056462462925019406},predict
498,0,0,0.017743829337813984,{'0': 0.9822561706621861, '1': 0.017743829337813984},predict
503,0,1,0.5359194852970658,{'0': 0.4640805147029342, '1': 0.5359194852970658},predict
504,0,0,0.15389651973014776,{'0': 0.8461034802698523, '1': 0.15389651973014776},predict
506,0,0,0.03310042266719006,{'0': 0.96689957733281, '1': 0.03310042266719006},predict
507,0,1,0.6712039362797666,{'0': 0.3287960637202334, '1': 0.6712039362797666},predict
508,0,0,0.027353313100366608,{'0': 0.9726466868996334, '1': 0.027353313100366608},predict
512,0,0,0.08901707673553563,{'0': 0.9109829232644644, '1': 0.08901707673553563},predict
513,0,0,0.04469164054971352,{'0': 0.9553083594502865, '1': 0.04469164054971352},predict
516,0,0,0.03874533705954556,{'0': 0.9612546629404545, '1': 0.03874533705954556},predict
517,0,0,0.03257194159540111,{'0': 0.9674280584045989, '1': 0.03257194159540111},predict
518,0,0,0.05068494782950528,{'0': 0.9493150521704947, '1': 0.05068494782950528},predict
520,0,0,0.03268976936541414,{'0': 0.9673102306345859, '1': 0.03268976936541414},predict
529,0,0,0.0691646553886354,{'0': 0.9308353446113646, '1': 0.0691646553886354},predict
530,0,0,0.03589487103415801,{'0': 0.964105128965842, '1': 0.03589487103415801},predict
537,0,0,0.014368156105060688,{'0': 0.9856318438949393, '1': 0.014368156105060688},predict
538,0,0,0.07301122246388671,{'0': 0.9269887775361133, '1': 0.07301122246388671},predict
549,0,0,0.030669947373850422,{'0': 0.9693300526261496, '1': 0.030669947373850422},predict
552,0,0,0.11918761325352016,{'0': 0.8808123867464799, '1': 0.11918761325352016},predict
553,0,0,0.11893041180040508,{'0': 0.8810695881995949, '1': 0.11893041180040508},predict
555,0,0,0.03315840255134949,{'0': 0.9668415974486505, '1': 0.03315840255134949},predict
557,0,0,0.2374413095481048,{'0': 0.7625586904518952, '1': 0.2374413095481048},predict
559,0,0,0.005048899147345682,{'0': 0.9949511008526544, '1': 0.005048899147345682},predict
560,0,0,0.46899580868967816,{'0': 0.5310041913103218, '1': 0.46899580868967816},predict
566,0,0,0.42158032073185225,{'0': 0.5784196792681477, '1': 0.42158032073185225},predict
567,0,0,0.17077106995690042,{'0': 0.8292289300430996, '1': 0.17077106995690042},predict
568,0,0,0.004560608730866065,{'0': 0.9954393912691339, '1': 0.004560608730866065},predict
569,0,0,0.10525821814890189,{'0': 0.8947417818510981, '1': 0.10525821814890189},predict
